sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
RitualDance,27,veryfast,l1-icache-load-misses,6914455449.0,13465.0,-6914441984.0,-0.9999980526304495
Riverbed,27,veryfast,l1-icache-load-misses,8785603851.0,4390.0,-8785599461.0,-0.9999995003189224
RushFieldCuts,27,veryfast,l1-icache-load-misses,2766401025.0,13712.0,-2766387313.0,-0.9999950433795115
Skater227,27,veryfast,l1-icache-load-misses,23622.0,4633.0,-18989.0,-0.8038692744052155
Tango,27,veryfast,l1-icache-load-misses,10116031918.0,5590.0,-10116026328.0,-0.999999447411787
TimeLapse,27,veryfast,l1-icache-load-misses,30763664391.0,5832.0,-30763658559.0,-0.9999998104257046
ToddlerFountain,27,veryfast,l1-icache-load-misses,2770103983.0,4616.0,-2770099367.0,-0.9999983336365608
TreesAndGrass_1920_1080,27,veryfast,l1-icache-load-misses,12880982916.0,8542.0,-12880974374.0,-0.9999993368518493
TunnelFlag,27,veryfast,l1-icache-load-misses,2781190818.0,8658.0,-2781182160.0,-0.9999968869449936
Vertical_Carnaby,27,veryfast,l1-icache-load-misses,7269643932.0,8537.0,-7269635395.0,-0.9999988256646295
Vertical_bees,27,veryfast,l1-icache-load-misses,2518266489.0,4807.0,-2518261682.0,-0.9999980911472154
WalkingInStreet,27,veryfast,l1-icache-load-misses,2822728143.0,4510.0,-2822723633.0,-0.999998402254921
WorldCup_1920x1080_30p,27,veryfast,l1-icache-load-misses,2269031163.0,5830.0,-2269025333.0,-0.9999974306214497
WorldCup_far_1920x1080_30p,27,veryfast,l1-icache-load-misses,2765491758.0,14343.0,-2765477415.0,-0.9999948135806377
Aerial3200,32,veryfast,l1-icache-load-misses,2786779161.0,4218.0,-2786774943.0,-0.9999984864247375
Boat,32,veryfast,l1-icache-load-misses,2632623164.0,5058.0,-2632618106.0,-0.9999980787223675
BoxingPractice,32,veryfast,l1-icache-load-misses,8890853094.0,5643.0,-8890847451.0,-0.999999365302751
Crosswalk,32,veryfast,l1-icache-load-misses,8656834327.0,4519.0,-8656829808.0,-0.9999994779846963
CrowdRun,32,veryfast,l1-icache-load-misses,2716432248.0,4690.0,-2716427558.0,-0.9999982734706513
DinnerSceneCropped,32,veryfast,l1-icache-load-misses,7081512896.0,13184.0,-7081499712.0,-0.9999981382509369
FoodMarket,32,veryfast,l1-icache-load-misses,2503146025.0,4316.0,-2503141709.0,-0.9999982757697885
FoodMarket2,32,veryfast,l1-icache-load-misses,45623376037.0,5475.0,-45623370562.0,-0.9999998799957286
MeridianTalk_sdr,32,veryfast,l1-icache-load-misses,8939336827.0,5918.0,-8939330909.0,-0.9999993379822112
Motorcycle,32,veryfast,l1-icache-load-misses,2541842849.0,6233.0,-2541836616.0,-0.9999975478421089
MountainBike,32,veryfast,l1-icache-load-misses,8249255869.0,13442.0,-8249242427.0,-0.9999983705196913
Neon1224,32,veryfast,l1-icache-load-misses,8544555220.0,4776.0,-8544550444.0,-0.9999994410475587
NocturneDance_3840x2160p_8bit,32,veryfast,l1-icache-load-misses,28868310955.0,12502.0,-28868298453.0,-0.99999956692998
OldTownCross,32,veryfast,l1-icache-load-misses,2587962780.0,12757.0,-2587950023.0,-0.9999950706400809
PedestrianArea,32,veryfast,l1-icache-load-misses,2232593660.0,8635.0,-2232585025.0,-0.9999961323011193
PierSeaSide,32,veryfast,l1-icache-load-misses,8499828021.0,6225.0,-8499821796.0,-0.999999267632241
RitualDance,32,veryfast,l1-icache-load-misses,6463481553.0,13440.0,-6463468113.0,-0.9999979206253024
Riverbed,32,veryfast,l1-icache-load-misses,2650852323.0,13534.0,-2650838789.0,-0.9999948944722863
RushFieldCuts,32,veryfast,l1-icache-load-misses,2685060643.0,4623.0,-2685056020.0,-0.9999982782511777
Skater227,32,veryfast,l1-icache-load-misses,7945.0,13315.0,5370.0,0.6758967904342353
Tango,32,veryfast,l1-icache-load-misses,8958658101.0,8487.0,-8958649614.0,-0.9999990526482979
TimeLapse,32,veryfast,l1-icache-load-misses,9172402155.0,4555.0,-9172397600.0,-0.9999995034016256
ToddlerFountain,32,veryfast,l1-icache-load-misses,2581189331.0,4688.0,-2581184643.0,-0.999998183782978
TreesAndGrass_1920_1080,32,veryfast,l1-icache-load-misses,8635896445.0,4647.0,-8635891798.0,-0.9999994618972067
TunnelFlag,32,veryfast,l1-icache-load-misses,10769491575.0,5796.0,-10769485779.0,-0.9999994618130337
Vertical_Carnaby,32,veryfast,l1-icache-load-misses,2247160154.0,8504.0,-2247151650.0,-0.9999962156680355
Vertical_bees,32,veryfast,l1-icache-load-misses,2460445298.0,4495.0,-2460440803.0,-0.9999981730949257
WalkingInStreet,32,veryfast,l1-icache-load-misses,2774994798.0,6208.0,-2774988590.0,-0.9999977628786891
WorldCup_1920x1080_30p,32,veryfast,l1-icache-load-misses,9043161695.0,6399.0,-9043155296.0,-0.9999992923934995
WorldCup_far_1920x1080_30p,32,veryfast,l1-icache-load-misses,11326444188.0,14324.0,-11326429864.0,-0.9999987353489089
Aerial3200,37,veryfast,l1-icache-load-misses,2769411092.0,4860.0,-2769406232.0,-0.9999982451142722
Boat,37,veryfast,l1-icache-load-misses,2497530535.0,5258.0,-2497525277.0,-0.9999978947204343
BoxingPractice,37,veryfast,l1-icache-load-misses,8233694810.0,5668.0,-8233689142.0,-0.9999993116091705
Crosswalk,37,veryfast,l1-icache-load-misses,7777092017.0,5267.0,-7777086750.0,-0.9999993227545735
CrowdRun,37,veryfast,l1-icache-load-misses,2607116451.0,4331.0,-2607112120.0,-0.9999983387776951
DinnerSceneCropped,37,veryfast,l1-icache-load-misses,5832236528.0,12995.0,-5832223533.0,-0.9999977718667723
FoodMarket,37,veryfast,l1-icache-load-misses,2240008016.0,5225.0,-2240002791.0,-0.9999976674190616
FoodMarket2,37,veryfast,l1-icache-load-misses,9207721192.0,13063.0,-9207708129.0,-0.9999985812993544
MeridianTalk_sdr,37,veryfast,l1-icache-load-misses,2029629525.0,5204.0,-2029624321.0,-0.9999974359852692
Motorcycle,37,veryfast,l1-icache-load-misses,2540122572.0,5371.0,-2540117201.0,-0.9999978855351079
MountainBike,37,veryfast,l1-icache-load-misses,7834477397.0,13387.0,-7834464010.0,-0.9999982912708376
Neon1224,37,veryfast,l1-icache-load-misses,8145845395.0,5893.0,-8145839502.0,-0.999999276563731
NocturneDance_3840x2160p_8bit,37,veryfast,l1-icache-load-misses,26111034850.0,13604.0,-26111021246.0,-0.999999478994223
OldTownCross,37,veryfast,l1-icache-load-misses,6929605856.0,5989.0,-6929599867.0,-0.9999991357372808
PedestrianArea,37,veryfast,l1-icache-load-misses,2109688411.0,5737.0,-2109682674.0,-0.9999972806410795
PierSeaSide,37,veryfast,l1-icache-load-misses,7894864321.0,5845.0,-7894858476.0,-0.9999992596452881
RitualDance,37,veryfast,l1-icache-load-misses,6022862304.0,5902.0,-6022856402.0,-0.9999990200672534
Riverbed,37,veryfast,l1-icache-load-misses,7760076959.0,4486.0,-7760072473.0,-0.9999994219129497
RushFieldCuts,37,veryfast,l1-icache-load-misses,7676406115.0,13750.0,-7676392365.0,-0.9999982087972166
Skater227,37,veryfast,l1-icache-load-misses,7537.0,4487.0,-3050.0,-0.4046702932201141
Tango,37,veryfast,l1-icache-load-misses,8309837848.0,8270.0,-8309829578.0,-0.9999990047940585
TimeLapse,37,veryfast,l1-icache-load-misses,8407849739.0,6040.0,-8407843699.0,-0.9999992816236984
ToddlerFountain,37,veryfast,l1-icache-load-misses,2396489349.0,8688.0,-2396480661.0,-0.999996374697011
TreesAndGrass_1920_1080,37,veryfast,l1-icache-load-misses,2675802484.0,6278.0,-2675796206.0,-0.9999976537879617
TunnelFlag,37,veryfast,l1-icache-load-misses,9586512535.0,5960.0,-9586506575.0,-0.9999993782932033
Vertical_Carnaby,37,veryfast,l1-icache-load-misses,2016061736.0,8499.0,-2016053237.0,-0.9999957843552862
Vertical_bees,37,veryfast,l1-icache-load-misses,2276337790.0,4415.0,-2276333375.0,-0.9999980604811731
WalkingInStreet,37,veryfast,l1-icache-load-misses,8389591025.0,5658.0,-8389585367.0,-0.9999993255928706
WorldCup_1920x1080_30p,37,veryfast,l1-icache-load-misses,2010215424.0,5810.0,-2010209614.0,-0.9999971097625008
WorldCup_far_1920x1080_30p,37,veryfast,l1-icache-load-misses,7548510565.0,5372.0,-7548505193.0,-0.9999992883364269
Aerial3200,22,fast,llc-load-misses,113954117.0,65.0,-113954052.0,-0.9999994295949834
Boat,22,fast,llc-load-misses,111583158.0,7001.0,-111576157.0,-0.9999372575563779
BoxingPractice,22,fast,llc-load-misses,387121105.0,1432.0,-387119673.0,-0.9999963008991721
Crosswalk,22,fast,llc-load-misses,401601705.0,7933.0,-401593772.0,-0.9999802465978076
CrowdRun,22,fast,llc-load-misses,109018840.0,,,
DinnerSceneCropped,22,fast,llc-load-misses,128316052.0,5811.0,-128310241.0,-0.9999547133822353
FoodMarket,22,fast,llc-load-misses,108382927.0,22.0,-108382905.0,-0.9999997970160005
FoodMarket2,22,fast,llc-load-misses,373714278.0,6008.0,-373708270.0,-0.9999839235470688
MeridianTalk_sdr,22,fast,llc-load-misses,108604810.0,,,
Motorcycle,22,fast,llc-load-misses,74978668.0,108.0,-74978560.0,-0.999998559590309
MountainBike,22,fast,llc-load-misses,110830941.0,,,
Neon1224,22,fast,llc-load-misses,409177589.0,1637.0,-409175952.0,-0.9999959992921313
NocturneDance_3840x2160p_8bit,22,fast,llc-load-misses,436392005.0,116.0,-436391889.0,-0.9999997341839477
OldTownCross,22,fast,llc-load-misses,132911243.0,381.0,-132910862.0,-0.9999971334253491
PedestrianArea,22,fast,llc-load-misses,105386505.0,,,
PierSeaSide,22,fast,llc-load-misses,352738616.0,8386.0,-352730230.0,-0.9999762260222737
RitualDance,22,fast,llc-load-misses,64443927.0,,,
Riverbed,22,fast,llc-load-misses,112671783.0,8330.0,-112663453.0,-0.9999260684460811
RushFieldCuts,22,fast,llc-load-misses,109859960.0,67.0,-109859893.0,-0.9999993901326744
Skater227,22,fast,llc-load-misses,5609.0,,,
Tango,22,fast,llc-load-misses,351157195.0,2138.0,-351155057.0,-0.9999939115586113
TimeLapse,22,fast,llc-load-misses,336447981.0,7005.0,-336440976.0,-0.9999791795451434
ToddlerFountain,22,fast,llc-load-misses,108114562.0,1345.0,-108113217.0,-0.9999875594926796
TreesAndGrass_1920_1080,22,fast,llc-load-misses,116418770.0,6394.0,-116412376.0,-0.9999450775849977
TunnelFlag,22,fast,llc-load-misses,106649737.0,7744.0,-106641993.0,-0.9999273884754165
Vertical_Carnaby,22,fast,llc-load-misses,100470154.0,919.0,-100469235.0,-0.999990853004963
Vertical_bees,22,fast,llc-load-misses,96132420.0,6199.0,-96126221.0,-0.9999355160309082
WalkingInStreet,22,fast,llc-load-misses,118058537.0,0.0,-118058537.0,-1.0
WorldCup_1920x1080_30p,22,fast,llc-load-misses,62254440.0,1800.0,-62252640.0,-0.9999710863996206
WorldCup_far_1920x1080_30p,22,fast,llc-load-misses,69705448.0,174.0,-69705274.0,-0.9999975037819139
Aerial3200,27,fast,llc-load-misses,112250771.0,8203.0,-112242568.0,-0.9999269225509373
Boat,27,fast,llc-load-misses,103663995.0,56.0,-103663939.0,-0.9999994597931519
BoxingPractice,27,fast,llc-load-misses,252313886.0,229.0,-252313657.0,-0.9999990924003287
Crosswalk,27,fast,llc-load-misses,267864987.0,6446.0,-267858541.0,-0.9999759356380533
CrowdRun,27,fast,llc-load-misses,101229233.0,226.0,-101229007.0,-0.9999977674433234
DinnerSceneCropped,27,fast,llc-load-misses,96971757.0,5534.0,-96966223.0,-0.9999429318373596
FoodMarket,27,fast,llc-load-misses,94990557.0,,,
FoodMarket2,27,fast,llc-load-misses,386024765.0,5336.0,-386019429.0,-0.9999861770526562
MeridianTalk_sdr,27,fast,llc-load-misses,99346129.0,6054.0,-99340075.0,-0.9999390615410894
Motorcycle,27,fast,llc-load-misses,102974993.0,7971.0,-102967022.0,-0.9999225928570833
MountainBike,27,fast,llc-load-misses,104868701.0,8610.0,-104860091.0,-0.9999178973333521
Neon1224,27,fast,llc-load-misses,244443720.0,0.0,-244443720.0,-1.0
NocturneDance_3840x2160p_8bit,27,fast,llc-load-misses,363876712.0,1665.0,-363875047.0,-0.9999954242743625
OldTownCross,27,fast,llc-load-misses,82754302.0,1703.0,-82752599.0,-0.9999794210094358
PedestrianArea,27,fast,llc-load-misses,87931359.0,,,
PierSeaSide,27,fast,llc-load-misses,350524006.0,4517.0,-350519489.0,-0.9999871135787487
RitualDance,27,fast,llc-load-misses,94821360.0,2780.0,-94818580.0,-0.9999706817113782
Riverbed,27,fast,llc-load-misses,100654240.0,0.0,-100654240.0,-1.0
RushFieldCuts,27,fast,llc-load-misses,95550858.0,7890.0,-95542968.0,-0.9999174261731905
Skater227,27,fast,llc-load-misses,3097.0,5220.0,2123.0,0.6855020988052954
Tango,27,fast,llc-load-misses,432741191.0,1518.0,-432739673.0,-0.9999964921296342
TimeLapse,27,fast,llc-load-misses,354353636.0,0.0,-354353636.0,-1.0
ToddlerFountain,27,fast,llc-load-misses,100218184.0,5139.0,-100213045.0,-0.9999487218806519
TreesAndGrass_1920_1080,27,fast,llc-load-misses,80993260.0,8571.0,-80984689.0,-0.9998941763796148
TunnelFlag,27,fast,llc-load-misses,89340984.0,,,
Vertical_Carnaby,27,fast,llc-load-misses,82516991.0,318.0,-82516673.0,-0.9999961462482315
Vertical_bees,27,fast,llc-load-misses,67514340.0,,,
WalkingInStreet,27,fast,llc-load-misses,105766972.0,,,
WorldCup_1920x1080_30p,27,fast,llc-load-misses,83275147.0,1985.0,-83273162.0,-0.9999761633563973
WorldCup_far_1920x1080_30p,27,fast,llc-load-misses,103749298.0,6605.0,-103742693.0,-0.9999363369186363
Aerial3200,32,fast,llc-load-misses,103837562.0,29.0,-103837533.0,-0.999999720717634
Boat,32,fast,llc-load-misses,93890111.0,8384.0,-93881727.0,-0.9999107041209058
BoxingPractice,32,fast,llc-load-misses,240086660.0,4759.0,-240081901.0,-0.9999801779907305
Crosswalk,32,fast,llc-load-misses,336356142.0,958.0,-336355184.0,-0.9999971518284331
CrowdRun,32,fast,llc-load-misses,104134588.0,4384.0,-104130204.0,-0.9999579006352817
DinnerSceneCropped,32,fast,llc-load-misses,84140660.0,6016.0,-84134644.0,-0.9999285006796952
FoodMarket,32,fast,llc-load-misses,64038275.0,0.0,-64038275.0,-1.0
FoodMarket2,32,fast,llc-load-misses,349525396.0,2490.0,-349522906.0,-0.9999928760541337
MeridianTalk_sdr,32,fast,llc-load-misses,75972565.0,,,
Motorcycle,32,fast,llc-load-misses,97382711.0,955.0,-97381756.0,-0.9999901933311345
MountainBike,32,fast,llc-load-misses,91290025.0,1279.0,-91288746.0,-0.9999859897069806
Neon1224,32,fast,llc-load-misses,234239365.0,8428.0,-234230937.0,-0.9999640197112044
NocturneDance_3840x2160p_8bit,32,fast,llc-load-misses,382631213.0,345.0,-382630868.0,-0.9999990983485186
OldTownCross,32,fast,llc-load-misses,70285876.0,223.0,-70285653.0,-0.9999968272430723
PedestrianArea,32,fast,llc-load-misses,88574405.0,186.0,-88574219.0,-0.9999979000705678
PierSeaSide,32,fast,llc-load-misses,322481395.0,2373.0,-322479022.0,-0.9999926414359501
RitualDance,32,fast,llc-load-misses,81075489.0,0.0,-81075489.0,-1.0
Riverbed,32,fast,llc-load-misses,66645803.0,774.0,-66645029.0,-0.999988386365455
RushFieldCuts,32,fast,llc-load-misses,95367776.0,,,
Skater227,32,fast,llc-load-misses,1463.0,,,
Tango,32,fast,llc-load-misses,249016577.0,0.0,-249016577.0,-1.0
TimeLapse,32,fast,llc-load-misses,339939784.0,870.0,-339938914.0,-0.9999974407232076
ToddlerFountain,32,fast,llc-load-misses,92490526.0,8658.0,-92481868.0,-0.9999063904123542
TreesAndGrass_1920_1080,32,fast,llc-load-misses,101432020.0,,,
TunnelFlag,32,fast,llc-load-misses,84218412.0,3600.0,-84214812.0,-0.9999572540028421
Vertical_Carnaby,32,fast,llc-load-misses,74135030.0,5298.0,-74129732.0,-0.9999285358082407
Vertical_bees,32,fast,llc-load-misses,82491090.0,0.0,-82491090.0,-1.0
WalkingInStreet,32,fast,llc-load-misses,69043322.0,,,
WorldCup_1920x1080_30p,32,fast,llc-load-misses,80131115.0,,,
WorldCup_far_1920x1080_30p,32,fast,llc-load-misses,62417053.0,942.0,-62416111.0,-0.9999849079705829
Aerial3200,37,fast,llc-load-misses,99305823.0,1551.0,-99304272.0,-0.9999843815805243
Boat,37,fast,llc-load-misses,88597592.0,6519.0,-88591073.0,-0.999926420122118
BoxingPractice,37,fast,llc-load-misses,308055553.0,4729.0,-308050824.0,-0.9999846488727311
Crosswalk,37,fast,llc-load-misses,351999591.0,4710.0,-351994881.0,-0.9999866193026343
CrowdRun,37,fast,llc-load-misses,91476858.0,3428.0,-91473430.0,-0.9999625260412858
DinnerSceneCropped,37,fast,llc-load-misses,71824932.0,,,
FoodMarket,37,fast,llc-load-misses,62188413.0,458.0,-62187955.0,-0.9999926352840038
FoodMarket2,37,fast,llc-load-misses,352198918.0,7396.0,-352191522.0,-0.9999790005033462
MeridianTalk_sdr,37,fast,llc-load-misses,73005962.0,71.0,-73005891.0,-0.9999990274766875
Motorcycle,37,fast,llc-load-misses,89727600.0,864.0,-89726736.0,-0.9999903708557902
MountainBike,37,fast,llc-load-misses,93469176.0,7591.0,-93461585.0,-0.9999187860605512
Neon1224,37,fast,llc-load-misses,322998157.0,8036.0,-322990121.0,-0.9999751206010752
NocturneDance_3840x2160p_8bit,37,fast,llc-load-misses,333753641.0,,,
OldTownCross,37,fast,llc-load-misses,63942923.0,3273.0,-63939650.0,-0.9999488137256409
PedestrianArea,37,fast,llc-load-misses,82075620.0,0.0,-82075620.0,-1.0
PierSeaSide,37,fast,llc-load-misses,348780313.0,6597.0,-348773716.0,-0.9999810855149958
RitualDance,37,fast,llc-load-misses,73006765.0,225.0,-73006540.0,-0.9999969180938232
Riverbed,37,fast,llc-load-misses,87052086.0,8911.0,-87043175.0,-0.9998976359969134
RushFieldCuts,37,fast,llc-load-misses,88111363.0,,,
Skater227,37,fast,llc-load-misses,3869.0,6265.0,2396.0,0.6192814680796072
Tango,37,fast,llc-load-misses,368417699.0,5498.0,-368412201.0,-0.9999850767213005
TimeLapse,37,fast,llc-load-misses,317833135.0,,,
ToddlerFountain,37,fast,llc-load-misses,61912435.0,5914.0,-61906521.0,-0.9999044779937988
TreesAndGrass_1920_1080,37,fast,llc-load-misses,71431841.0,,,
TunnelFlag,37,fast,llc-load-misses,87226613.0,,,
Vertical_Carnaby,37,fast,llc-load-misses,73769163.0,151.0,-73769012.0,-0.9999979530742406
Vertical_bees,37,fast,llc-load-misses,80705780.0,7850.0,-80697930.0,-0.9999027331127956
WalkingInStreet,37,fast,llc-load-misses,101483334.0,,,
WorldCup_1920x1080_30p,37,fast,llc-load-misses,58052137.0,402.0,-58051735.0,-0.9999930751903242
WorldCup_far_1920x1080_30p,37,fast,llc-load-misses,84582515.0,2042.0,-84580473.0,-0.9999758578945069
Aerial3200,22,faster,llc-load-misses,126655107.0,24.0,-126655083.0,-0.9999998105090228
Boat,22,faster,llc-load-misses,118440287.0,2366.0,-118437921.0,-0.9999800236890679
BoxingPractice,22,faster,llc-load-misses,402451998.0,303.0,-402451695.0,-0.9999992471151802
Crosswalk,22,faster,llc-load-misses,452954806.0,8167.0,-452946639.0,-0.9999819695035976
CrowdRun,22,faster,llc-load-misses,122170616.0,,,
DinnerSceneCropped,22,faster,llc-load-misses,84643611.0,31.0,-84643580.0,-0.9999996337585362
FoodMarket,22,faster,llc-load-misses,116103811.0,1663.0,-116102148.0,-0.9999856766114249
FoodMarket2,22,faster,llc-load-misses,326626208.0,0.0,-326626208.0,-1.0
MeridianTalk_sdr,22,faster,llc-load-misses,91126717.0,696.0,-91126021.0,-0.9999923622838295
Motorcycle,22,faster,llc-load-misses,106732269.0,,,
MountainBike,22,faster,llc-load-misses,111423334.0,1168.0,-111422166.0,-0.9999895174560115
Neon1224,22,faster,llc-load-misses,388566213.0,7754.0,-388558459.0,-0.999980044585091
NocturneDance_3840x2160p_8bit,22,faster,llc-load-misses,369770949.0,710.0,-369770239.0,-0.9999980798924255
OldTownCross,22,faster,llc-load-misses,135309554.0,18.0,-135309536.0,-0.9999998669716996
PedestrianArea,22,faster,llc-load-misses,98768856.0,221.0,-98768635.0,-0.9999977624525691
PierSeaSide,22,faster,llc-load-misses,397444388.0,176.0,-397444212.0,-0.9999995571707506
RitualDance,22,faster,llc-load-misses,89574975.0,54.0,-89574921.0,-0.9999993971530553
Riverbed,22,faster,llc-load-misses,108368943.0,4254.0,-108364689.0,-0.9999607452109227
RushFieldCuts,22,faster,llc-load-misses,103419601.0,8436.0,-103411165.0,-0.9999184293894152
Skater227,22,faster,llc-load-misses,7353.0,3893.0,-3460.0,-0.4705562355501156
Tango,22,faster,llc-load-misses,343707524.0,953.0,-343706571.0,-0.99999722729375
TimeLapse,22,faster,llc-load-misses,445338056.0,,,
ToddlerFountain,22,faster,llc-load-misses,121750702.0,813.0,-121749889.0,-0.9999933224204325
TreesAndGrass_1920_1080,22,faster,llc-load-misses,116298342.0,36.0,-116298306.0,-0.999999690451305
TunnelFlag,22,faster,llc-load-misses,94165867.0,0.0,-94165867.0,-1.0
Vertical_Carnaby,22,faster,llc-load-misses,77999329.0,263.0,-77999066.0,-0.9999966281761219
Vertical_bees,22,faster,llc-load-misses,66965523.0,414.0,-66965109.0,-0.9999938177142289
WalkingInStreet,22,faster,llc-load-misses,99093305.0,388.0,-99092917.0,-0.9999960844983422
WorldCup_1920x1080_30p,22,faster,llc-load-misses,89261623.0,305.0,-89261318.0,-0.999996583078038
WorldCup_far_1920x1080_30p,22,faster,llc-load-misses,103785648.0,,,
Aerial3200,27,faster,llc-load-misses,108996486.0,2841.0,-108993645.0,-0.9999739349395173
Boat,27,faster,llc-load-misses,108036616.0,987.0,-108035629.0,-0.9999908642084828
BoxingPractice,27,faster,llc-load-misses,250449694.0,8766.0,-250440928.0,-0.9999649989590325
Crosswalk,27,faster,llc-load-misses,353294557.0,5068.0,-353289489.0,-0.9999856550294943
CrowdRun,27,faster,llc-load-misses,120861223.0,,,
DinnerSceneCropped,27,faster,llc-load-misses,72232455.0,35.0,-72232420.0,-0.9999995154532682
FoodMarket,27,faster,llc-load-misses,92097519.0,,,
FoodMarket2,27,faster,llc-load-misses,375129284.0,845.0,-375128439.0,-0.9999977474432521
MeridianTalk_sdr,27,faster,llc-load-misses,87716242.0,,,
Motorcycle,27,faster,llc-load-misses,110407129.0,919.0,-110406210.0,-0.999991676262137
MountainBike,27,faster,llc-load-misses,104824017.0,0.0,-104824017.0,-1.0
Neon1224,27,faster,llc-load-misses,343212350.0,6861.0,-343205489.0,-0.9999800094606153
NocturneDance_3840x2160p_8bit,27,faster,llc-load-misses,250535637.0,783.0,-250534854.0,-0.9999968746961135
OldTownCross,27,faster,llc-load-misses,110891892.0,,,
PedestrianArea,27,faster,llc-load-misses,92761559.0,8647.0,-92752912.0,-0.9999067825067494
PierSeaSide,27,faster,llc-load-misses,352607536.0,7662.0,-352599874.0,-0.999978270458746
RitualDance,27,faster,llc-load-misses,86890668.0,6125.0,-86884543.0,-0.9999295091159847
Riverbed,27,faster,llc-load-misses,97062315.0,5300.0,-97057015.0,-0.9999453959036522
RushFieldCuts,27,faster,llc-load-misses,99825755.0,7661.0,-99818094.0,-0.9999232562779015
Skater227,27,faster,llc-load-misses,6281.0,6321.0,40.0,0.006368412673141219
Tango,27,faster,llc-load-misses,372414535.0,7763.0,-372406772.0,-0.9999791549489334
TimeLapse,27,faster,llc-load-misses,419260965.0,1131.0,-419259834.0,-0.9999973023961342
ToddlerFountain,27,faster,llc-load-misses,70315806.0,5524.0,-70310282.0,-0.9999214401382244
TreesAndGrass_1920_1080,27,faster,llc-load-misses,100836551.0,7970.0,-100828581.0,-0.9999209611998728
TunnelFlag,27,faster,llc-load-misses,95848841.0,5906.0,-95842935.0,-0.9999383821448607
Vertical_Carnaby,27,faster,llc-load-misses,77782228.0,1705.0,-77780523.0,-0.9999780798256384
Vertical_bees,27,faster,llc-load-misses,68316309.0,2122.0,-68314187.0,-0.999968938602933
WalkingInStreet,27,faster,llc-load-misses,110185990.0,139.0,-110185851.0,-0.9999987384966093
WorldCup_1920x1080_30p,27,faster,llc-load-misses,76768700.0,365.0,-76768335.0,-0.9999952454581099
WorldCup_far_1920x1080_30p,27,faster,llc-load-misses,87776757.0,1405.0,-87775352.0,-0.9999839934847445
Aerial3200,32,faster,llc-load-misses,103465176.0,12.0,-103465164.0,-0.9999998840189476
Boat,32,faster,llc-load-misses,99657839.0,30.0,-99657809.0,-0.9999996989699927
BoxingPractice,32,faster,llc-load-misses,332111804.0,316.0,-332111488.0,-0.9999990485131929
Crosswalk,32,faster,llc-load-misses,348362720.0,5240.0,-348357480.0,-0.9999849582067795
CrowdRun,32,faster,llc-load-misses,92193267.0,0.0,-92193267.0,-1.0
DinnerSceneCropped,32,faster,llc-load-misses,63407029.0,6314.0,-63400715.0,-0.9999004211346979
FoodMarket,32,faster,llc-load-misses,91252785.0,,,
FoodMarket2,32,faster,llc-load-misses,350024598.0,8124.0,-350016474.0,-0.9999767902026131
MeridianTalk_sdr,32,faster,llc-load-misses,81355871.0,5804.0,-81350067.0,-0.9999286591129976
Motorcycle,32,faster,llc-load-misses,97828007.0,181.0,-97827826.0,-0.9999981498140916
MountainBike,32,faster,llc-load-misses,98482455.0,3638.0,-98478817.0,-0.9999630594099223
Neon1224,32,faster,llc-load-misses,325060008.0,324.0,-325059684.0,-0.999999003260961
NocturneDance_3840x2160p_8bit,32,faster,llc-load-misses,294583616.0,1083.0,-294582533.0,-0.9999963236244612
OldTownCross,32,faster,llc-load-misses,95544314.0,,,
PedestrianArea,32,faster,llc-load-misses,84998869.0,913.0,-84997956.0,-0.9999892586806067
PierSeaSide,32,faster,llc-load-misses,330197293.0,687.0,-330196606.0,-0.9999979194257053
RitualDance,32,faster,llc-load-misses,79621086.0,8205.0,-79612881.0,-0.9998969494086026
Riverbed,32,faster,llc-load-misses,86338633.0,,,
RushFieldCuts,32,faster,llc-load-misses,65210522.0,1553.0,-65208969.0,-0.9999761848248968
Skater227,32,faster,llc-load-misses,3189.0,1538.0,-1651.0,-0.517717152712449
Tango,32,faster,llc-load-misses,330400886.0,7526.0,-330393360.0,-0.9999772216107193
TimeLapse,32,faster,llc-load-misses,331920913.0,3645.0,-331917268.0,-0.9999890184683844
ToddlerFountain,32,faster,llc-load-misses,92872448.0,7016.0,-92865432.0,-0.9999244555285115
TreesAndGrass_1920_1080,32,faster,llc-load-misses,107199630.0,846.0,-107198784.0,-0.9999921081817167
TunnelFlag,32,faster,llc-load-misses,80441070.0,6792.0,-80434278.0,-0.9999155655189569
Vertical_Carnaby,32,faster,llc-load-misses,75276810.0,0.0,-75276810.0,-1.0
Vertical_bees,32,faster,llc-load-misses,81912811.0,1789.0,-81911022.0,-0.9999781597044691
WalkingInStreet,32,faster,llc-load-misses,98825286.0,1256.0,-98824030.0,-0.9999872907020982
WorldCup_1920x1080_30p,32,faster,llc-load-misses,75319086.0,302.0,-75318784.0,-0.9999959903921298
WorldCup_far_1920x1080_30p,32,faster,llc-load-misses,89440498.0,323.0,-89440175.0,-0.9999963886605372
Aerial3200,37,faster,llc-load-misses,98937469.0,400.0,-98937069.0,-0.9999959570423214
Boat,37,faster,llc-load-misses,94393448.0,3412.0,-94390036.0,-0.9999638534233859
BoxingPractice,37,faster,llc-load-misses,311433446.0,283.0,-311433163.0,-0.999999091298627
Crosswalk,37,faster,llc-load-misses,322203452.0,1795.0,-322201657.0,-0.9999944289858198
