sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
OldTownCross,22,superfast,dtlb-store-misses,10751010.0,,,
PedestrianArea,22,superfast,dtlb-store-misses,9525880.0,,,
PierSeaSide,22,superfast,dtlb-store-misses,20789663.0,,,
RitualDance,22,superfast,dtlb-store-misses,6072845.0,,,
Riverbed,22,superfast,dtlb-store-misses,8205771.0,,,
RushFieldCuts,22,superfast,dtlb-store-misses,8699836.0,,,
Skater227,22,superfast,dtlb-store-misses,,,,
Tango,22,superfast,dtlb-store-misses,30978553.0,,,
TimeLapse,22,superfast,dtlb-store-misses,10930101.0,,,
ToddlerFountain,22,superfast,dtlb-store-misses,9768177.0,,,
TreesAndGrass_1920_1080,22,superfast,dtlb-store-misses,10694279.0,,,
TunnelFlag,22,superfast,dtlb-store-misses,9283062.0,,,
Vertical_Carnaby,22,superfast,dtlb-store-misses,7086739.0,,,
Vertical_bees,22,superfast,dtlb-store-misses,7341402.0,,,
WalkingInStreet,22,superfast,dtlb-store-misses,8334362.0,,,
WorldCup_1920x1080_30p,22,superfast,dtlb-store-misses,6538652.0,,,
WorldCup_far_1920x1080_30p,22,superfast,dtlb-store-misses,7369675.0,,,
Aerial3200,27,superfast,dtlb-store-misses,7051852.0,,,
Boat,27,superfast,dtlb-store-misses,8489242.0,,,
BoxingPractice,27,superfast,dtlb-store-misses,20410367.0,,,
Crosswalk,27,superfast,dtlb-store-misses,17002802.0,,,
CrowdRun,27,superfast,dtlb-store-misses,10391913.0,,,
DinnerSceneCropped,27,superfast,dtlb-store-misses,3620871.0,,,
FoodMarket,27,superfast,dtlb-store-misses,3599825.0,,,
FoodMarket2,27,superfast,dtlb-store-misses,10625633.0,,,
MeridianTalk_sdr,27,superfast,dtlb-store-misses,6562595.0,,,
Motorcycle,27,superfast,dtlb-store-misses,7488602.0,,,
MountainBike,27,superfast,dtlb-store-misses,9362096.0,,,
Neon1224,27,superfast,dtlb-store-misses,18016092.0,,,
NocturneDance_3840x2160p_8bit,27,superfast,dtlb-store-misses,23570414.0,,,
OldTownCross,27,superfast,dtlb-store-misses,8687102.0,,,
PedestrianArea,27,superfast,dtlb-store-misses,6127710.0,,,
PierSeaSide,27,superfast,dtlb-store-misses,24171424.0,,,
RitualDance,27,superfast,dtlb-store-misses,5982292.0,,,
Riverbed,27,superfast,dtlb-store-misses,8200487.0,,,
RushFieldCuts,27,superfast,dtlb-store-misses,7643050.0,,,
Skater227,27,superfast,dtlb-store-misses,,,,
Tango,27,superfast,dtlb-store-misses,10137136.0,,,
TimeLapse,27,superfast,dtlb-store-misses,19942583.0,,,
ToddlerFountain,27,superfast,dtlb-store-misses,8097126.0,,,
TreesAndGrass_1920_1080,27,superfast,dtlb-store-misses,8503955.0,,,
TunnelFlag,27,superfast,dtlb-store-misses,6914396.0,,,
Vertical_Carnaby,27,superfast,dtlb-store-misses,6710732.0,,,
Vertical_bees,27,superfast,dtlb-store-misses,7280361.0,,,
WalkingInStreet,27,superfast,dtlb-store-misses,5047908.0,,,
WorldCup_1920x1080_30p,27,superfast,dtlb-store-misses,5640334.0,,,
WorldCup_far_1920x1080_30p,27,superfast,dtlb-store-misses,12266288.0,,,
Aerial3200,32,superfast,dtlb-store-misses,5823338.0,,,
Boat,32,superfast,dtlb-store-misses,7988024.0,,,
BoxingPractice,32,superfast,dtlb-store-misses,16059708.0,,,
Crosswalk,32,superfast,dtlb-store-misses,15110273.0,,,
CrowdRun,32,superfast,dtlb-store-misses,8500086.0,,,
DinnerSceneCropped,32,superfast,dtlb-store-misses,6675810.0,,,
FoodMarket,32,superfast,dtlb-store-misses,5854374.0,,,
FoodMarket2,32,superfast,dtlb-store-misses,19408374.0,,,
MeridianTalk_sdr,32,superfast,dtlb-store-misses,5533728.0,,,
Motorcycle,32,superfast,dtlb-store-misses,7365411.0,,,
MountainBike,32,superfast,dtlb-store-misses,7669095.0,,,
Neon1224,32,superfast,dtlb-store-misses,26433644.0,,,
NocturneDance_3840x2160p_8bit,32,superfast,dtlb-store-misses,16344662.0,,,
OldTownCross,32,superfast,dtlb-store-misses,6788050.0,,,
PedestrianArea,32,superfast,dtlb-store-misses,5760493.0,,,
PierSeaSide,32,superfast,dtlb-store-misses,7775762.0,,,
RitualDance,32,superfast,dtlb-store-misses,2808055.0,,,
Riverbed,32,superfast,dtlb-store-misses,7535233.0,,,
RushFieldCuts,32,superfast,dtlb-store-misses,7107707.0,,,
Skater227,32,superfast,dtlb-store-misses,,,,
Tango,32,superfast,dtlb-store-misses,8885488.0,,,
TimeLapse,32,superfast,dtlb-store-misses,26808954.0,,,
ToddlerFountain,32,superfast,dtlb-store-misses,6916050.0,,,
TreesAndGrass_1920_1080,32,superfast,dtlb-store-misses,8046766.0,,,
TunnelFlag,32,superfast,dtlb-store-misses,6379268.0,,,
Vertical_Carnaby,32,superfast,dtlb-store-misses,7391512.0,,,
Vertical_bees,32,superfast,dtlb-store-misses,3355766.0,,,
WalkingInStreet,32,superfast,dtlb-store-misses,8062673.0,,,
WorldCup_1920x1080_30p,32,superfast,dtlb-store-misses,2924815.0,,,
WorldCup_far_1920x1080_30p,32,superfast,dtlb-store-misses,6629335.0,,,
Aerial3200,37,superfast,dtlb-store-misses,5707306.0,,,
Boat,37,superfast,dtlb-store-misses,6473196.0,,,
BoxingPractice,37,superfast,dtlb-store-misses,15391189.0,,,
Crosswalk,37,superfast,dtlb-store-misses,14458190.0,,,
CrowdRun,37,superfast,dtlb-store-misses,8174851.0,,,
DinnerSceneCropped,37,superfast,dtlb-store-misses,5075843.0,,,
FoodMarket,37,superfast,dtlb-store-misses,5164589.0,,,
FoodMarket2,37,superfast,dtlb-store-misses,24109431.0,,,
MeridianTalk_sdr,37,superfast,dtlb-store-misses,6144082.0,,,
Motorcycle,37,superfast,dtlb-store-misses,6749747.0,,,
MountainBike,37,superfast,dtlb-store-misses,6360854.0,,,
Neon1224,37,superfast,dtlb-store-misses,15190624.0,,,
NocturneDance_3840x2160p_8bit,37,superfast,dtlb-store-misses,7722112.0,,,
OldTownCross,37,superfast,dtlb-store-misses,5714779.0,,,
PedestrianArea,37,superfast,dtlb-store-misses,2989200.0,,,
PierSeaSide,37,superfast,dtlb-store-misses,14854271.0,,,
RitualDance,37,superfast,dtlb-store-misses,2888141.0,,,
Riverbed,37,superfast,dtlb-store-misses,2952051.0,,,
RushFieldCuts,37,superfast,dtlb-store-misses,3081851.0,,,
Skater227,37,superfast,dtlb-store-misses,,,,
Tango,37,superfast,dtlb-store-misses,15363398.0,,,
TimeLapse,37,superfast,dtlb-store-misses,15543424.0,,,
ToddlerFountain,37,superfast,dtlb-store-misses,5766206.0,,,
TreesAndGrass_1920_1080,37,superfast,dtlb-store-misses,9573953.0,,,
TunnelFlag,37,superfast,dtlb-store-misses,6447729.0,,,
Vertical_Carnaby,37,superfast,dtlb-store-misses,3147005.0,,,
Vertical_bees,37,superfast,dtlb-store-misses,6499669.0,,,
WalkingInStreet,37,superfast,dtlb-store-misses,5224581.0,,,
WorldCup_1920x1080_30p,37,superfast,dtlb-store-misses,5075058.0,,,
WorldCup_far_1920x1080_30p,37,superfast,dtlb-store-misses,8487796.0,,,
Aerial3200,22,veryfast,dtlb-store-misses,10887115.0,,,
Boat,22,veryfast,dtlb-store-misses,13792402.0,,,
BoxingPractice,22,veryfast,dtlb-store-misses,20731351.0,,,
Crosswalk,22,veryfast,dtlb-store-misses,31332227.0,,,
CrowdRun,22,veryfast,dtlb-store-misses,14196013.0,,,
DinnerSceneCropped,22,veryfast,dtlb-store-misses,12242955.0,,,
FoodMarket,22,veryfast,dtlb-store-misses,12993481.0,,,
FoodMarket2,22,veryfast,dtlb-store-misses,42516104.0,,,
MeridianTalk_sdr,22,veryfast,dtlb-store-misses,13595860.0,,,
Motorcycle,22,veryfast,dtlb-store-misses,13395530.0,,,
MountainBike,22,veryfast,dtlb-store-misses,6312194.0,,,
Neon1224,22,veryfast,dtlb-store-misses,31241283.0,,,
NocturneDance_3840x2160p_8bit,22,veryfast,dtlb-store-misses,41590276.0,,,
OldTownCross,22,veryfast,dtlb-store-misses,14244532.0,,,
PedestrianArea,22,veryfast,dtlb-store-misses,11104853.0,,,
PierSeaSide,22,veryfast,dtlb-store-misses,30402664.0,,,
RitualDance,22,veryfast,dtlb-store-misses,8485456.0,,,
Riverbed,22,veryfast,dtlb-store-misses,11949678.0,,,
RushFieldCuts,22,veryfast,dtlb-store-misses,6422986.0,,,
Skater227,22,veryfast,dtlb-store-misses,,,,
Tango,22,veryfast,dtlb-store-misses,40117133.0,,,
TimeLapse,22,veryfast,dtlb-store-misses,32727967.0,,,
ToddlerFountain,22,veryfast,dtlb-store-misses,12015709.0,,,
TreesAndGrass_1920_1080,22,veryfast,dtlb-store-misses,13492016.0,,,
TunnelFlag,22,veryfast,dtlb-store-misses,12157203.0,,,
Vertical_Carnaby,22,veryfast,dtlb-store-misses,4838123.0,,,
Vertical_bees,22,veryfast,dtlb-store-misses,9717937.0,,,
WalkingInStreet,22,veryfast,dtlb-store-misses,17023680.0,,,
WorldCup_1920x1080_30p,22,veryfast,dtlb-store-misses,8720252.0,,,
WorldCup_far_1920x1080_30p,22,veryfast,dtlb-store-misses,11189194.0,,,
Aerial3200,27,veryfast,dtlb-store-misses,9890716.0,,,
Boat,27,veryfast,dtlb-store-misses,11672408.0,,,
BoxingPractice,27,veryfast,dtlb-store-misses,26321124.0,,,
Crosswalk,27,veryfast,dtlb-store-misses,13364415.0,,,
CrowdRun,27,veryfast,dtlb-store-misses,12282298.0,,,
DinnerSceneCropped,27,veryfast,dtlb-store-misses,9804791.0,,,
FoodMarket,27,veryfast,dtlb-store-misses,10428477.0,,,
FoodMarket2,27,veryfast,dtlb-store-misses,27217142.0,,,
MeridianTalk_sdr,27,veryfast,dtlb-store-misses,9730782.0,,,
Motorcycle,27,veryfast,dtlb-store-misses,14157269.0,,,
MountainBike,27,veryfast,dtlb-store-misses,5830406.0,,,
Neon1224,27,veryfast,dtlb-store-misses,24517035.0,,,
NocturneDance_3840x2160p_8bit,27,veryfast,dtlb-store-misses,35372542.0,,,
OldTownCross,27,veryfast,dtlb-store-misses,12340179.0,,,
PedestrianArea,27,veryfast,dtlb-store-misses,13400897.0,,,
PierSeaSide,27,veryfast,dtlb-store-misses,13914402.0,,,
RitualDance,27,veryfast,dtlb-store-misses,4113623.0,,,
Riverbed,27,veryfast,dtlb-store-misses,5194945.0,,,
RushFieldCuts,27,veryfast,dtlb-store-misses,10812715.0,,,
Skater227,27,veryfast,dtlb-store-misses,,,,
Tango,27,veryfast,dtlb-store-misses,30497752.0,,,
TimeLapse,27,veryfast,dtlb-store-misses,13938807.0,,,
ToddlerFountain,27,veryfast,dtlb-store-misses,11566220.0,,,
TreesAndGrass_1920_1080,27,veryfast,dtlb-store-misses,13413917.0,,,
TunnelFlag,27,veryfast,dtlb-store-misses,11997742.0,,,
Vertical_Carnaby,27,veryfast,dtlb-store-misses,4075651.0,,,
Vertical_bees,27,veryfast,dtlb-store-misses,9539117.0,,,
WalkingInStreet,27,veryfast,dtlb-store-misses,12247328.0,,,
WorldCup_1920x1080_30p,27,veryfast,dtlb-store-misses,8074771.0,,,
WorldCup_far_1920x1080_30p,27,veryfast,dtlb-store-misses,9625098.0,,,
Aerial3200,32,veryfast,dtlb-store-misses,8238841.0,,,
Boat,32,veryfast,dtlb-store-misses,10211869.0,,,
BoxingPractice,32,veryfast,dtlb-store-misses,22949989.0,,,
Crosswalk,32,veryfast,dtlb-store-misses,22396531.0,,,
CrowdRun,32,veryfast,dtlb-store-misses,11064113.0,,,
DinnerSceneCropped,32,veryfast,dtlb-store-misses,4143115.0,,,
FoodMarket,32,veryfast,dtlb-store-misses,11578139.0,,,
FoodMarket2,32,veryfast,dtlb-store-misses,31179390.0,,,
MeridianTalk_sdr,32,veryfast,dtlb-store-misses,9654195.0,,,
Motorcycle,32,veryfast,dtlb-store-misses,9487770.0,,,
MountainBike,32,veryfast,dtlb-store-misses,5135991.0,,,
Neon1224,32,veryfast,dtlb-store-misses,20914199.0,,,
NocturneDance_3840x2160p_8bit,32,veryfast,dtlb-store-misses,12232535.0,,,
OldTownCross,32,veryfast,dtlb-store-misses,9492744.0,,,
PedestrianArea,32,veryfast,dtlb-store-misses,9802394.0,,,
PierSeaSide,32,veryfast,dtlb-store-misses,22372855.0,,,
RitualDance,32,veryfast,dtlb-store-misses,3965705.0,,,
Riverbed,32,veryfast,dtlb-store-misses,8786475.0,,,
RushFieldCuts,32,veryfast,dtlb-store-misses,13342599.0,,,
Skater227,32,veryfast,dtlb-store-misses,,,,
Tango,32,veryfast,dtlb-store-misses,23646261.0,,,
TimeLapse,32,veryfast,dtlb-store-misses,23332891.0,,,
ToddlerFountain,32,veryfast,dtlb-store-misses,9564398.0,,,
TreesAndGrass_1920_1080,32,veryfast,dtlb-store-misses,5973148.0,,,
TunnelFlag,32,veryfast,dtlb-store-misses,10595592.0,,,
Vertical_Carnaby,32,veryfast,dtlb-store-misses,9677539.0,,,
Vertical_bees,32,veryfast,dtlb-store-misses,8564647.0,,,
WalkingInStreet,32,veryfast,dtlb-store-misses,10554660.0,,,
WorldCup_1920x1080_30p,32,veryfast,dtlb-store-misses,8968145.0,,,
WorldCup_far_1920x1080_30p,32,veryfast,dtlb-store-misses,10441703.0,,,
Aerial3200,37,veryfast,dtlb-store-misses,7798815.0,,,
Boat,37,veryfast,dtlb-store-misses,8930114.0,,,
BoxingPractice,37,veryfast,dtlb-store-misses,20975229.0,,,
Crosswalk,37,veryfast,dtlb-store-misses,29451001.0,,,
CrowdRun,37,veryfast,dtlb-store-misses,9167078.0,,,
DinnerSceneCropped,37,veryfast,dtlb-store-misses,4302806.0,,,
FoodMarket,37,veryfast,dtlb-store-misses,7682614.0,,,
FoodMarket2,37,veryfast,dtlb-store-misses,23049105.0,,,
MeridianTalk_sdr,37,veryfast,dtlb-store-misses,7397652.0,,,
Motorcycle,37,veryfast,dtlb-store-misses,8962654.0,,,
MountainBike,37,veryfast,dtlb-store-misses,4796375.0,,,
Neon1224,37,veryfast,dtlb-store-misses,24462108.0,,,
NocturneDance_3840x2160p_8bit,37,veryfast,dtlb-store-misses,11014444.0,,,
OldTownCross,37,veryfast,dtlb-store-misses,4821376.0,,,
PedestrianArea,37,veryfast,dtlb-store-misses,7771722.0,,,
PierSeaSide,37,veryfast,dtlb-store-misses,23642062.0,,,
RitualDance,37,veryfast,dtlb-store-misses,3552605.0,,,
Riverbed,37,veryfast,dtlb-store-misses,4809740.0,,,
RushFieldCuts,37,veryfast,dtlb-store-misses,4414808.0,,,
Skater227,37,veryfast,dtlb-store-misses,,,,
Tango,37,veryfast,dtlb-store-misses,21002586.0,,,
TimeLapse,37,veryfast,dtlb-store-misses,20994216.0,,,
ToddlerFountain,37,veryfast,dtlb-store-misses,8088458.0,,,
TreesAndGrass_1920_1080,37,veryfast,dtlb-store-misses,10699410.0,,,
TunnelFlag,37,veryfast,dtlb-store-misses,8812062.0,,,
Vertical_Carnaby,37,veryfast,dtlb-store-misses,7280097.0,,,
Vertical_bees,37,veryfast,dtlb-store-misses,7385712.0,,,
WalkingInStreet,37,veryfast,dtlb-store-misses,5154973.0,,,
WorldCup_1920x1080_30p,37,veryfast,dtlb-store-misses,7027900.0,,,
WorldCup_far_1920x1080_30p,37,veryfast,dtlb-store-misses,4678268.0,,,
Aerial3200,22,fast,dtlb-stores,146532988096.0,,,
Boat,22,fast,dtlb-stores,151512945714.0,,,
BoxingPractice,22,fast,dtlb-stores,508973062086.0,,,
Crosswalk,22,fast,dtlb-stores,512213580549.0,,,
CrowdRun,22,fast,dtlb-stores,196084036327.0,,,
DinnerSceneCropped,22,fast,dtlb-stores,182118018122.0,,,
FoodMarket,22,fast,dtlb-stores,153638729249.0,,,
FoodMarket2,22,fast,dtlb-stores,526560381976.0,,,
MeridianTalk_sdr,22,fast,dtlb-stores,145258099974.0,,,
Motorcycle,22,fast,dtlb-stores,136971766303.0,,,
MountainBike,22,fast,dtlb-stores,142767929921.0,,,
Neon1224,22,fast,dtlb-stores,493806262805.0,,,
NocturneDance_3840x2160p_8bit,22,fast,dtlb-stores,461645858038.0,,,
OldTownCross,22,fast,dtlb-stores,177205392542.0,,,
PedestrianArea,22,fast,dtlb-stores,130671759027.0,,,
PierSeaSide,22,fast,dtlb-stores,479998318527.0,,,
RitualDance,22,fast,dtlb-stores,101662757399.0,,,
Riverbed,22,fast,dtlb-stores,146795999694.0,,,
RushFieldCuts,22,fast,dtlb-stores,163668340583.0,,,
Skater227,22,fast,dtlb-stores,,,,
Tango,22,fast,dtlb-stores,569933830287.0,,,
TimeLapse,22,fast,dtlb-stores,485575804049.0,,,
ToddlerFountain,22,fast,dtlb-stores,153308557003.0,,,
TreesAndGrass_1920_1080,22,fast,dtlb-stores,161974882609.0,,,
TunnelFlag,22,fast,dtlb-stores,133409316479.0,,,
Vertical_Carnaby,22,fast,dtlb-stores,115252986730.0,,,
Vertical_bees,22,fast,dtlb-stores,112910886733.0,,,
WalkingInStreet,22,fast,dtlb-stores,151605609407.0,,,
WorldCup_1920x1080_30p,22,fast,dtlb-stores,99055611042.0,,,
WorldCup_far_1920x1080_30p,22,fast,dtlb-stores,127340608412.0,,,
Aerial3200,27,fast,dtlb-stores,134320495270.0,,,
Boat,27,fast,dtlb-stores,138276087517.0,,,
BoxingPractice,27,fast,dtlb-stores,418580986393.0,,,
Crosswalk,27,fast,dtlb-stores,410727303589.0,,,
CrowdRun,27,fast,dtlb-stores,172992036316.0,,,
DinnerSceneCropped,27,fast,dtlb-stores,128451900523.0,,,
FoodMarket,27,fast,dtlb-stores,124638782661.0,,,
FoodMarket2,27,fast,dtlb-stores,453723715222.0,,,
MeridianTalk_sdr,27,fast,dtlb-stores,116947585249.0,,,
Motorcycle,27,fast,dtlb-stores,125915961865.0,,,
MountainBike,27,fast,dtlb-stores,130349992562.0,,,
Neon1224,27,fast,dtlb-stores,383744604420.0,,,
NocturneDance_3840x2160p_8bit,27,fast,dtlb-stores,408110289161.0,,,
OldTownCross,27,fast,dtlb-stores,146656737499.0,,,
PedestrianArea,27,fast,dtlb-stores,106563907234.0,,,
PierSeaSide,27,fast,dtlb-stores,407499020569.0,,,
RitualDance,27,fast,dtlb-stores,105801129920.0,,,
Riverbed,27,fast,dtlb-stores,125550985522.0,,,
RushFieldCuts,27,fast,dtlb-stores,131054768167.0,,,
Skater227,27,fast,dtlb-stores,,,,
Tango,27,fast,dtlb-stores,516994447356.0,,,
TimeLapse,27,fast,dtlb-stores,422165389967.0,,,
ToddlerFountain,27,fast,dtlb-stores,134216592148.0,,,
TreesAndGrass_1920_1080,27,fast,dtlb-stores,148468374717.0,,,
TunnelFlag,27,fast,dtlb-stores,131682567391.0,,,
Vertical_Carnaby,27,fast,dtlb-stores,91572398304.0,,,
Vertical_bees,27,fast,dtlb-stores,101310029926.0,,,
WalkingInStreet,27,fast,dtlb-stores,143739730642.0,,,
WorldCup_1920x1080_30p,27,fast,dtlb-stores,90723786550.0,,,
WorldCup_far_1920x1080_30p,27,fast,dtlb-stores,132199839858.0,,,
Aerial3200,32,fast,dtlb-stores,122007622744.0,,,
Boat,32,fast,dtlb-stores,124031351365.0,,,
BoxingPractice,32,fast,dtlb-stores,359570129842.0,,,
Crosswalk,32,fast,dtlb-stores,363028047801.0,,,
CrowdRun,32,fast,dtlb-stores,132625311936.0,,,
DinnerSceneCropped,32,fast,dtlb-stores,98883642316.0,,,
FoodMarket,32,fast,dtlb-stores,103283437956.0,,,
FoodMarket2,32,fast,dtlb-stores,401751114046.0,,,
MeridianTalk_sdr,32,fast,dtlb-stores,89237543607.0,,,
Motorcycle,32,fast,dtlb-stores,113614595615.0,,,
MountainBike,32,fast,dtlb-stores,117413262516.0,,,
Neon1224,32,fast,dtlb-stores,344838200177.0,,,
NocturneDance_3840x2160p_8bit,32,fast,dtlb-stores,416060281802.0,,,
OldTownCross,32,fast,dtlb-stores,113879051608.0,,,
PedestrianArea,32,fast,dtlb-stores,92985378168.0,,,
PierSeaSide,32,fast,dtlb-stores,358496190216.0,,,
RitualDance,32,fast,dtlb-stores,84966100058.0,,,
Riverbed,32,fast,dtlb-stores,108070965790.0,,,
RushFieldCuts,32,fast,dtlb-stores,114665765668.0,,,
Skater227,32,fast,dtlb-stores,,,,
Tango,32,fast,dtlb-stores,377072417906.0,,,
TimeLapse,32,fast,dtlb-stores,373866008595.0,,,
ToddlerFountain,32,fast,dtlb-stores,117039060373.0,,,
TreesAndGrass_1920_1080,32,fast,dtlb-stores,137067155126.0,,,
TunnelFlag,32,fast,dtlb-stores,101104435847.0,,,
Vertical_Carnaby,32,fast,dtlb-stores,83974850085.0,,,
Vertical_bees,32,fast,dtlb-stores,93481295513.0,,,
WalkingInStreet,32,fast,dtlb-stores,129447744831.0,,,
WorldCup_1920x1080_30p,32,fast,dtlb-stores,83256856813.0,,,
WorldCup_far_1920x1080_30p,32,fast,dtlb-stores,103821941211.0,,,
Aerial3200,37,fast,dtlb-stores,110706101854.0,,,
Boat,37,fast,dtlb-stores,111201573010.0,,,
BoxingPractice,37,fast,dtlb-stores,334095503036.0,,,
Crosswalk,37,fast,dtlb-stores,384632822557.0,,,
CrowdRun,37,fast,dtlb-stores,115976950897.0,,,
DinnerSceneCropped,37,fast,dtlb-stores,84171317105.0,,,
FoodMarket,37,fast,dtlb-stores,92049372163.0,,,
FoodMarket2,37,fast,dtlb-stores,366599893728.0,,,
MeridianTalk_sdr,37,fast,dtlb-stores,81988147604.0,,,
Motorcycle,37,fast,dtlb-stores,103088930902.0,,,
MountainBike,37,fast,dtlb-stores,106232418135.0,,,
Neon1224,37,fast,dtlb-stores,319697389246.0,,,
NocturneDance_3840x2160p_8bit,37,fast,dtlb-stores,327197795217.0,,,
OldTownCross,37,fast,dtlb-stores,96729767067.0,,,
PedestrianArea,37,fast,dtlb-stores,85524406792.0,,,
PierSeaSide,37,fast,dtlb-stores,373523536884.0,,,
RitualDance,37,fast,dtlb-stores,78898734871.0,,,
Riverbed,37,fast,dtlb-stores,98547367295.0,,,
RushFieldCuts,37,fast,dtlb-stores,101898852095.0,,,
Skater227,37,fast,dtlb-stores,,,,
Tango,37,fast,dtlb-stores,397508774449.0,,,
TimeLapse,37,fast,dtlb-stores,340670368358.0,,,
ToddlerFountain,37,fast,dtlb-stores,100550461289.0,,,
TreesAndGrass_1920_1080,37,fast,dtlb-stores,123031024104.0,,,
TunnelFlag,37,fast,dtlb-stores,104418376605.0,,,
Vertical_Carnaby,37,fast,dtlb-stores,78661860347.0,,,
Vertical_bees,37,fast,dtlb-stores,86667984961.0,,,
WalkingInStreet,37,fast,dtlb-stores,132426320320.0,,,
WorldCup_1920x1080_30p,37,fast,dtlb-stores,76945636005.0,,,
WorldCup_far_1920x1080_30p,37,fast,dtlb-stores,95790098099.0,,,
Aerial3200,22,faster,dtlb-stores,146509482915.0,,,
Boat,22,faster,dtlb-stores,151559486770.0,,,
BoxingPractice,22,faster,dtlb-stores,508918350670.0,,,
Crosswalk,22,faster,dtlb-stores,512233934034.0,,,
CrowdRun,22,faster,dtlb-stores,173692462395.0,,,
DinnerSceneCropped,22,faster,dtlb-stores,159984099189.0,,,
FoodMarket,22,faster,dtlb-stores,153498655266.0,,,
FoodMarket2,22,faster,dtlb-stores,595651971435.0,,,
MeridianTalk_sdr,22,faster,dtlb-stores,145143359594.0,,,
Motorcycle,22,faster,dtlb-stores,138215185519.0,,,
MountainBike,22,faster,dtlb-stores,142776601374.0,,,
Neon1224,22,faster,dtlb-stores,433568716044.0,,,
NocturneDance_3840x2160p_8bit,22,faster,dtlb-stores,461678134097.0,,,
OldTownCross,22,faster,dtlb-stores,177111050056.0,,,
PedestrianArea,22,faster,dtlb-stores,130655596139.0,,,
PierSeaSide,22,faster,dtlb-stores,480182825083.0,,,
RitualDance,22,faster,dtlb-stores,102910157401.0,,,
Riverbed,22,faster,dtlb-stores,146764270784.0,,,
RushFieldCuts,22,faster,dtlb-stores,145107900512.0,,,
Skater227,22,faster,dtlb-stores,,,,
Tango,22,faster,dtlb-stores,569975082437.0,,,
TimeLapse,22,faster,dtlb-stores,551069911863.0,,,
ToddlerFountain,22,faster,dtlb-stores,173025733935.0,,,
TreesAndGrass_1920_1080,22,faster,dtlb-stores,161960456513.0,,,
TunnelFlag,22,faster,dtlb-stores,150746762499.0,,,
Vertical_Carnaby,22,faster,dtlb-stores,115307166287.0,,,
Vertical_bees,22,faster,dtlb-stores,111630555991.0,,,
WalkingInStreet,22,faster,dtlb-stores,170590111956.0,,,
WorldCup_1920x1080_30p,22,faster,dtlb-stores,100225596599.0,,,
WorldCup_far_1920x1080_30p,22,faster,dtlb-stores,128617909974.0,,,
Aerial3200,27,faster,dtlb-stores,134300306998.0,,,
Boat,27,faster,dtlb-stores,138223015019.0,,,
