encoder,resolution,VideoName,QP,Preset,bpp,bitrate_kbps,psnr_y,psnr_u,psnr_v,psnr_yuv,Validated_Mean_Energy_J,Std_Dev_J,Avg_Time_per_Measurement_s,Measurements_Count_Used
x265,4K,PierSeaSide_4k,27,ultrafast,0.111698,27766.23,43.9983,45.8809,44.1346,44.124481,712.917751,0.260446184304935,16.56796762,3
x265,4K,PierSeaSide_4k,27,veryfast,0.106615,26502.75,44.1986,45.8447,44.1416,44.297919,2779.6368544,10.0679086462903,64.3020465296,5
x265,4K,PierSeaSide_4k,32,fast,0.062673,15579.5,42.1574,44.0186,42.7489,42.310694,2407.4818738,5.25038330155653,54.630511857,5
x265,4K,PierSeaSide_4k,32,faster,0.06267,15578.8,42.1574,44.0186,42.7489,42.310694,2394.1932234,5.28841708172926,54.571570948,5
x265,4K,PierSeaSide_4k,32,medium,0.06265,15573.7,42.1626,44.0152,42.7464,42.314875,2493.5063238,5.09770696052752,56.7481325782,5
x265,4K,PierSeaSide_4k,32,superfast,0.06318,15705.47,42.1091,44.0163,42.7413,42.267812,2298.4549316,4.76830376238409,52.6092119978,5
x265,4K,PierSeaSide_4k,32,ultrafast,0.065099,16182.47,41.925,44.1544,42.8272,42.120725,642.9782612,0.479373045238987,14.6929721454,5
x265,4K,PierSeaSide_4k,32,veryfast,0.06267,15578.8,42.1574,44.0186,42.7489,42.310694,2391.3032898,6.20419755956544,54.5866989522,5
x265,4K,PierSeaSide_4k,37,fast,0.038484,9566.52,39.7565,42.525,41.6058,40.045113,2148.9313425,2.94076183242704,48.3750043305,4
x265,4K,PierSeaSide_4k,37,faster,0.038481,9565.82,39.7565,42.525,41.6058,40.045113,2149.2005402,7.59759952247167,48.3270666146,5
x265,4K,PierSeaSide_4k,37,medium,0.038296,9519.66,39.7543,42.5201,41.6071,40.042963,2231.920324,9.05506751660036,50.1866900838,5
x265,4K,PierSeaSide_4k,37,superfast,0.038845,9656.3,39.7401,42.5155,41.5944,40.029456,2077.19630757143,8.27866541134831,46.6794494355714,7
x265,4K,PierSeaSide_4k,37,ultrafast,0.039733,9876.94,39.5801,42.6825,41.7341,39.908625,600.3970226,5.16662637688926,13.5695436165,10
x265,4K,PierSeaSide_4k,37,veryfast,0.038481,9565.82,39.7565,42.525,41.6058,40.045113,2145.1035538,10.3924067125904,48.4173297818,5
x265,360p,RedKayak_360p,22,fast,1.459986,10081.33,42.192,45.0436,48.9342,42.791612,126.1378978,0.307518213718635,3.8637883136,5
x265,360p,RedKayak_360p,22,faster,1.459884,10080.63,42.192,45.0436,48.9342,42.791612,126.47314075,0.22622357510418,3.8358244255,4
x265,360p,RedKayak_360p,22,medium,1.45797,10067.41,42.21,45.0379,48.9192,42.806069,134.7801602,0.4689038427969,4.096465422,5
x265,360p,RedKayak_360p,22,superfast,1.45807,10068.1,42.1344,44.9396,48.8507,42.729494,118.667115666667,0.071963994888648,3.02045156933333,3
x265,360p,RedKayak_360p,22,ultrafast,1.60251,11065.47,41.152,44.8211,49.1386,41.880481,33.1021613666667,0.554806913622704,0.8851825814,30
x265,360p,RedKayak_360p,22,veryfast,1.459884,10080.63,42.192,45.0436,48.9342,42.791612,126.7641105,0.0887215635664,3.9316106225,4
x265,360p,RedKayak_360p,27,fast,0.931079,6429.18,38.0656,42.3007,47.2723,38.905712,111.421772666667,0.116640279373522,3.38524118966667,3
x265,360p,RedKayak_360p,27,faster,0.930979,6428.49,38.0656,42.3007,47.2723,38.905712,110.845883,0.472422126452075,3.3991088914,5
x265,360p,RedKayak_360p,27,medium,0.932893,6441.71,38.0792,42.3053,47.2571,38.91695,118.21557875,0.110831729170471,3.63948529575,4
x265,360p,RedKayak_360p,27,superfast,0.931819,6434.29,37.9447,42.2165,46.9923,38.777162,103.589371,0.100234680881918,2.6253163526,5
x265,360p,RedKayak_360p,27,ultrafast,1.018905,7035.63,36.9537,42.494,47.9214,37.98545,29.2601604615385,0.110715961749436,0.76040223,13
x265,360p,RedKayak_360p,27,veryfast,0.930979,6428.49,38.0656,42.3007,47.2723,38.905712,111.064465571429,0.704262624484611,3.35542177014286,7
x265,360p,RedKayak_360p,32,fast,0.543454,3752.6,34.063,40.3385,46.1662,35.211669,95.526672,0.543513480896902,2.83036330157143,7
x265,360p,RedKayak_360p,32,faster,0.543353,3751.9,34.063,40.3385,46.1662,35.211669,95.165821,0.419834335692068,2.8283322384,5
x265,360p,RedKayak_360p,32,medium,0.540934,3735.2,34.075,40.3085,46.2337,35.224513,102.3081945,0.166473296326067,3.02935589475,4
x265,360p,RedKayak_360p,32,superfast,0.541337,3737.98,33.9153,40.2679,45.8035,35.05535,89.6959575,0.43940220488557,2.26801520433333,6
x265,360p,RedKayak_360p,32,ultrafast,0.568518,3925.67,32.9878,40.8102,46.5235,34.322681,25.1332763076923,0.309636322360768,0.655785121769231,26
x265,360p,RedKayak_360p,32,veryfast,0.543353,3751.9,34.063,40.3385,46.1662,35.211669,95.4071654,0.399788428588547,2.8488649102,5
x265,360p,RedKayak_360p,37,fast,0.294793,2035.57,30.5411,39.1098,45.3197,32.000306,81.658177,0.379452129368119,2.374186407,6
x265,360p,RedKayak_360p,37,faster,0.294691,2034.87,30.5411,39.1098,45.3197,32.000306,81.1999105,0.198091384999449,2.370794366,4
x265,360p,RedKayak_360p,37,medium,0.294457,2033.25,30.5544,39.0673,45.3484,32.011081,86.4937238,0.384191912575864,2.5113392746,5
x265,360p,RedKayak_360p,37,superfast,0.292576,2020.26,30.4248,39.0959,45.2263,31.891837,76.70445475,0.062017142078488,1.92669244725,4
x265,360p,RedKayak_360p,37,ultrafast,0.294523,2033.71,29.8016,39.6071,45.4768,31.394144,21.4695232857143,0.116624003451875,0.547530147214286,14
x265,360p,RedKayak_360p,37,veryfast,0.294691,2034.87,30.5411,39.1098,45.3197,32.000306,81.292608,0.09625690250228,2.3646594105,4
x265,1080p,RitualDance_2k,22,fast,0.239525,29770.93,47.1986,48.7157,49.4406,47.433544,721.6959066,2.29400565130152,16.8924791274,5
x265,1080p,RitualDance_2k,22,faster,0.239513,29769.51,47.1986,48.7157,49.4406,47.433544,721.6227378,1.45801276565697,16.8507194138,5
x265,1080p,RitualDance_2k,22,medium,0.239646,29786.03,47.2052,48.7256,49.4408,47.43995,754.6518156,3.57717682888452,17.650924468,5
x265,1080p,RitualDance_2k,22,superfast,0.23924,29735.53,47.1069,48.6422,49.3224,47.341325,688.3113362,2.6354317494965,16.0959977624,5
x265,1080p,RitualDance_2k,22,ultrafast,0.271917,33797.09,46.5855,48.4907,49.1172,46.862806,189.964432333333,0.948325122240653,4.49928406433333,9
x265,1080p,RitualDance_2k,22,veryfast,0.239513,29769.51,47.1986,48.7157,49.4406,47.433544,722.6749566,1.94312188036528,16.9291006114,5
x265,1080p,RitualDance_2k,27,fast,0.145764,18117.25,44.7821,46.4746,46.9549,45.023681,628.6697528,0.963703865917949,14.5915984886,5
x265,1080p,RitualDance_2k,27,faster,0.145753,18115.83,44.7821,46.4746,46.9549,45.023681,631.2336376,1.55594757510409,14.616089102,5
x265,1080p,RitualDance_2k,27,medium,0.144723,17987.92,44.7888,46.4757,46.9528,45.029481,657.3773822,3.15485015072106,15.1814561858,5
x265,1080p,RitualDance_2k,27,superfast,0.144841,18002.55,44.6761,46.4084,46.8689,44.921419,605.72376075,0.670091458487758,13.9861406815,4
x265,1080p,RitualDance_2k,27,ultrafast,0.162777,20231.81,44.0886,46.3736,46.8235,44.402344,170.0271425,0.903719546641047,3.98932473533333,6
x265,1080p,RitualDance_2k,27,veryfast,0.145753,18115.83,44.7821,46.4746,46.9549,45.023681,632.24098025,0.585925977148067,14.571947348,4
x265,1080p,RitualDance_2k,32,fast,0.088824,11040.08,42.0105,44.4491,44.736,42.333256,566.988965333333,0.197952042915281,12.9616055436667,3
x265,1080p,RitualDance_2k,32,faster,0.088813,11038.66,42.0105,44.4491,44.736,42.333256,567.456026333333,0.441923917706808,12.995428525,3
x265,1080p,RitualDance_2k,32,medium,0.089052,11068.4,42.0196,44.4396,44.7279,42.340119,588.3951123,1.25182423692715,13.4544392566,10
x265,1080p,RitualDance_2k,32,superfast,0.089283,11097.19,41.9134,44.406,44.6749,42.241781,549.496078,1.76269267817876,12.5391335132,5
x265,1080p,RitualDance_2k,32,ultrafast,0.097505,12119.07,41.3076,44.5101,44.7799,41.724775,157.492048333333,0.141336912313568,3.6335199,3
x265,1080p,RitualDance_2k,32,veryfast,0.088813,11038.66,42.0105,44.4491,44.736,42.333256,571.105157428572,4.06945142335257,12.9872490578571,7
x265,1080p,RitualDance_2k,37,fast,0.055994,6959.64,39.1197,42.7778,42.7932,39.577925,519.5089484,0.87755275524398,11.8012468296,5
x265,1080p,RitualDance_2k,37,faster,0.055983,6958.22,39.1197,42.7778,42.7932,39.577925,517.966102,0.247681401185071,11.75969487,3
x265,1080p,RitualDance_2k,37,medium,0.05593,6951.62,39.1269,42.7739,42.7783,39.58305,535.3728116,1.61510661102938,12.1900243674,5
x265,1080p,RitualDance_2k,37,superfast,0.055729,6926.6,39.0637,42.8075,42.7543,39.52835,499.339908,0.721971530749424,11.4274855425,4
x265,1080p,RitualDance_2k,37,ultrafast,0.059291,7369.34,38.5263,42.9471,42.9441,39.078713,146.1870282,0.218986997787997,3.380026787,5
x265,1080p,RitualDance_2k,37,veryfast,0.055983,6958.22,39.1197,42.7778,42.7932,39.577925,516.1905968,1.40899399196313,11.7788375938,5
x265,1080p,Riverbed_1080p25,22,fast,0.794221,41172.4,42.5345,45.0617,46.7996,42.959019,1077.94871775,2.30942126212272,26.167707815375,8
x265,1080p,Riverbed_1080p25,22,faster,0.794209,41171.8,42.5345,45.0617,46.7996,42.959019,1079.193502,4.18217084850117,26.2001715536,5
x265,1080p,Riverbed_1080p25,22,medium,0.792604,41088.6,42.5398,45.064,46.8007,42.963869,1141.0510235,6.82032608366077,27.7655900846667,6
x265,1080p,Riverbed_1080p25,22,superfast,0.794406,41182,42.507,45.056,46.7954,42.934337,1026.088987,0.550268566054795,24.6832956513333,3
x265,1080p,Riverbed_1080p25,22,ultrafast,0.796134,41271.6,42.3562,44.9598,46.6971,42.790231,267.887611428571,1.80133600384981,6.58879858528572,7
x265,1080p,Riverbed_1080p25,22,veryfast,0.794209,41171.8,42.5345,45.0617,46.7996,42.959019,1082.1379032,4.54968445135997,26.1996984566,5
x265,1080p,Riverbed_1080p25,27,fast,0.417677,21652.4,39.9499,42.5307,44.3386,40.385494,884.634169333333,2.60138292608087,20.9050938731667,6
x265,1080p,Riverbed_1080p25,27,faster,0.417666,21651.8,39.9499,42.5307,44.3386,40.385494,882.323119571429,4.24655278345173,20.8524590882857,7
x265,1080p,Riverbed_1080p25,27,medium,0.417323,21634,39.9544,42.5354,44.3403,40.389831,934.633785714286,2.53110277562381,22.0446711897143,7
x265,1080p,Riverbed_1080p25,27,superfast,0.417396,21637.8,39.9106,42.5277,44.3314,40.350469,835.5071506,2.31603560810111,19.7640185814,5
x265,1080p,Riverbed_1080p25,27,ultrafast,0.419753,21760,39.7824,42.5031,44.3149,40.235725,217.6765424,0.868287709458564,5.1872100078,5
x265,1080p,Riverbed_1080p25,27,veryfast,0.417666,21651.8,39.9499,42.5307,44.3386,40.385494,883.8245688,3.29458464896665,20.9222092198,5
x265,1080p,Riverbed_1080p25,32,fast,0.236701,12270.6,37.4131,40.7492,42.6524,37.949062,750.5168892,1.60050167210041,17.5071274658,5
x265,1080p,Riverbed_1080p25,32,faster,0.23669,12270,37.4131,40.7492,42.6524,37.949062,747.09562125,1.90898334201766,17.453792727,4
x265,1080p,Riverbed_1080p25,32,medium,0.236142,12241.6,37.418,40.7627,42.6651,37.954988,788.66550725,0.917748548182407,18.427691704,4
x265,1080p,Riverbed_1080p25,32,superfast,0.236204,12244.8,37.3729,40.7493,42.6572,37.914194,712.6160592,2.13502166135047,16.6001142846,5
x265,1080p,Riverbed_1080p25,32,ultrafast,0.23755,12314.6,37.2398,40.7705,42.677,37.800294,190.7637225,0.916491711542172,4.45569052816667,6
x265,1080p,Riverbed_1080p25,32,veryfast,0.23669,12270,37.4131,40.7492,42.6524,37.949062,748.465002875,4.2848323432803,17.469861193875,8
x265,1080p,Riverbed_1080p25,37,fast,0.136196,7060.4,34.8082,39.4783,41.6235,35.526038,664.438566,3.3634623047137,15.3719662995,6
x265,1080p,Riverbed_1080p25,37,faster,0.136184,7059.8,34.8082,39.4783,41.6235,35.526038,663.6618024,1.74223228535729,15.3277575784,5
x265,1080p,Riverbed_1080p25,37,medium,0.135606,7029.8,34.8116,39.4939,41.6272,35.530219,702.4588948,3.36900685719259,16.2952892338,5
x265,1080p,Riverbed_1080p25,37,superfast,0.136644,7083.6,34.7898,39.486,41.6321,35.510956,634.981254833333,2.77027944272295,14.6135799571667,6
x265,1080p,Riverbed_1080p25,37,ultrafast,0.136593,7081,34.6757,39.5115,41.6338,35.412819,175.2463265,0.952767952638154,4.0392043635,6
x265,1080p,Riverbed_1080p25,37,veryfast,0.136184,7059.8,34.8082,39.4783,41.6235,35.526038,664.33913475,0.334906779156404,15.360664393,4
x265,720p,RollerCoaster_720p,22,fast,0.657937,36344.95,44.3173,45.2591,45.1291,44.4269,409.02589975,0.783661092600356,10.03618256975,4
x265,720p,RollerCoaster_720p,22,faster,0.657911,36343.53,44.3173,45.2591,45.1291,44.4269,406.335987142857,1.32165085769243,10.0648950621429,7
x265,720p,RollerCoaster_720p,22,medium,0.657629,36327.95,44.3261,45.2524,45.1255,44.433956,428.3851822,0.919778466018965,10.5348301444,5
x265,720p,RollerCoaster_720p,22,superfast,0.65663,36272.73,44.2459,45.1822,45.0649,44.355606,386.859841875,3.10040479361797,9.444262344625,8
x265,720p,RollerCoaster_720p,22,ultrafast,0.708682,39148.15,43.8078,45.0387,44.9126,43.953781,104.320795428571,0.635244704482154,2.63623523057143,7
x265,720p,RollerCoaster_720p,22,veryfast,0.657911,36343.53,44.3173,45.2591,45.1291,44.4269,404.29739,1.27772153417108,10.068036003,5
x265,720p,RollerCoaster_720p,27,fast,0.386139,21330.62,41.0744,42.5762,42.8915,41.281831,352.47859,1.08373455326847,8.50939045442857,7
x265,720p,RollerCoaster_720p,27,faster,0.386114,21329.21,41.0744,42.5762,42.8915,41.281831,352.917970833333,2.04848817351826,8.52996365,6
x265,720p,RollerCoaster_720p,27,medium,0.385003,21267.85,41.0775,42.5709,42.8876,41.283969,368.421512,0.900590154386556,8.92688218875,4
x265,720p,RollerCoaster_720p,27,superfast,0.384541,21242.36,40.9791,42.4817,42.8209,41.188125,336.3700128,1.24585118021805,7.9916780592,5
x265,720p,RollerCoaster_720p,27,ultrafast,0.414233,22882.56,40.6002,42.4529,42.7714,40.851694,92.21958175,0.068225421930416,2.22686962425,4
x265,720p,RollerCoaster_720p,27,veryfast,0.386114,21329.21,41.0744,42.5762,42.8915,41.281831,353.437469666667,0.159956463093347,8.52431546966667,3
x265,720p,RollerCoaster_720p,32,fast,0.224633,12408.88,37.987,40.3542,41.1591,38.333206,305.4744986,1.01923644802215,7.2618049404,5
x265,720p,RollerCoaster_720p,32,faster,0.224607,12407.46,37.987,40.3542,41.1591,38.333206,303.90750175,0.636550823316502,7.22641775875,4
x265,720p,RollerCoaster_720p,32,medium,0.224112,12380.09,37.99,40.3372,41.1371,38.333394,317.1137758,0.827724903729313,7.5232530252,5
x265,720p,RollerCoaster_720p,32,superfast,0.225197,12440.03,37.9051,40.2863,41.1104,38.254256,290.0755392,0.944241686383153,6.8406539706,5
x265,720p,RollerCoaster_720p,32,ultrafast,0.23844,13171.63,37.5426,40.3815,41.1631,37.946312,81.989841625,0.583020192338613,1.96652068425,8
x265,720p,RollerCoaster_720p,32,veryfast,0.224607,12407.46,37.987,40.3542,41.1591,38.333206,303.783994857143,0.6020224802321,7.22188246585714,7
x265,720p,RollerCoaster_720p,37,fast,0.135831,7503.38,35.1222,38.612,39.8071,35.633119,268.60649,0.931621576552143,6.330821007,5
x265,720p,RollerCoaster_720p,37,faster,0.135805,7501.97,35.1222,38.612,39.8071,35.633119,268.440596857143,0.90573972529372,6.322968248,7
x265,720p,RollerCoaster_720p,37,medium,0.135591,7490.17,35.1264,38.6037,39.8098,35.636444,279.1317194,1.0100118817362,6.5705456852,5
x265,720p,RollerCoaster_720p,37,superfast,0.135796,7501.5,35.0783,38.5815,39.7926,35.591894,257.8954094,1.14832879147951,6.0140649892,5
x265,720p,RollerCoaster_720p,37,ultrafast,0.14182,7834.26,34.7512,38.7454,39.9123,35.323406,74.4689322222222,0.463004824007747,1.75448288944444,9
x265,720p,RollerCoaster_720p,37,veryfast,0.135805,7501.97,35.1222,38.612,39.8071,35.633119,268.4547696,0.440572512749944,6.334363257,5
x265,1080p,RushFieldCuts_2k,22,fast,1.138897,70777.63,44.3308,46.2895,47.1234,44.627756,1099.2199642,3.16204447253453,26.641050055,5
x265,1080p,RushFieldCuts_2k,22,faster,1.138886,70776.95,44.3308,46.2895,47.1234,44.627756,1097.3017686,4.16975087856868,26.5834795964,5
x265,1080p,RushFieldCuts_2k,22,medium,1.142936,71028.66,44.371,46.2944,47.1231,44.663219,1163.6003685,2.28927295128934,28.2309009235,4
x265,1080p,RushFieldCuts_2k,22,superfast,1.137777,70708.03,44.331,46.2759,47.1063,44.626013,1035.871677,3.29874679119624,25.0178397038,5
x265,1080p,RushFieldCuts_2k,22,ultrafast,1.202181,74710.5,42.3049,44.9868,46.0624,42.707363,281.305136,1.81593009096845,6.97518755114286,7
x265,1080p,RushFieldCuts_2k,22,veryfast,1.138886,70776.95,44.3308,46.2895,47.1234,44.627756,1098.4039996,1.7461093575582,26.6906415064,5
x265,1080p,RushFieldCuts_2k,27,fast,0.72172,44851.87,39.8892,42.5568,43.6945,40.293756,964.9610428,3.7348231422579,23.1093456716,5
x265,1080p,RushFieldCuts_2k,27,faster,0.721709,44851.17,39.8892,42.5568,43.6945,40.293756,962.43918675,1.66855881327297,23.085249666,4
x265,1080p,RushFieldCuts_2k,27,medium,0.722004,44869.5,39.915,42.5519,43.6954,40.316081,1016.951193,2.58546703111111,24.3389233162,5
x265,1080p,RushFieldCuts_2k,27,superfast,0.722097,44875.3,39.8583,42.5434,43.6764,40.26475,915.7024042,3.53869057665193,21.7249209924,5
x265,1080p,RushFieldCuts_2k,27,ultrafast,0.727279,45197.31,38.6563,42.1793,43.4107,39.173638,244.306076,0.9307098846797,5.8525483888,5
x265,1080p,RushFieldCuts_2k,27,veryfast,0.721709,44851.17,39.8892,42.5568,43.6945,40.293756,964.244571666667,1.74042853335156,23.0542323235,6
x265,1080p,RushFieldCuts_2k,32,fast,0.409875,25471.98,36.0232,40.0185,41.3185,36.603862,821.60072575,1.49107224933253,19.39578251075,4
x265,1080p,RushFieldCuts_2k,32,faster,0.409863,25471.28,36.0232,40.0185,41.3185,36.603862,823.284248666667,0.272966552244654,19.359814208,3
x265,1080p,RushFieldCuts_2k,32,medium,0.409389,25441.82,36.0384,40.0034,41.3021,36.615194,863.97374,1.53219508636248,20.38795508275,4
x265,1080p,RushFieldCuts_2k,32,superfast,0.409931,25475.46,35.9713,39.994,41.2859,36.554881,786.3353282,2.90736192626266,18.3791369308,5
x265,1080p,RushFieldCuts_2k,32,ultrafast,0.428395,26622.93,35.3991,40.0932,41.4619,36.071406,214.274379857143,1.38533935762234,5.04057865328571,7
x265,1080p,RushFieldCuts_2k,32,veryfast,0.409863,25471.28,36.0232,40.0185,41.3185,36.603862,821.0559425,1.4720189630777,19.30086126225,4
x265,1080p,RushFieldCuts_2k,37,fast,0.240833,14966.78,32.9564,38.1924,39.6164,33.6999,711.374120428571,3.40342132436841,16.5840134512857,7
x265,1080p,RushFieldCuts_2k,37,faster,0.240822,14966.09,32.9564,38.1924,39.6164,33.6999,712.9610408,2.47968289381761,16.566942194,5
x265,1080p,RushFieldCuts_2k,37,medium,0.240707,14958.9,32.9661,38.1744,39.5919,33.705731,749.0267692,1.38662227579925,17.3576098338,5
x265,1080p,RushFieldCuts_2k,37,superfast,0.241405,15002.28,32.9172,38.183,39.5999,33.663981,685.2742226,2.53626785923555,15.8280133582,5
x265,1080p,RushFieldCuts_2k,37,ultrafast,0.251536,15631.93,32.3954,38.4376,39.9397,33.244556,192.8000558,0.727636147799984,4.4694789756,5
x265,1080p,RushFieldCuts_2k,37,veryfast,0.240822,14966.09,32.9564,38.1924,39.6164,33.6999,716.842393,4.19761845936231,16.5963253971667,6
x265,1080p,Skater227_2k,22,fast,0.109869,6834.72,49.0037,54.5417,54.8057,49.71245,649.242763666667,0.22805586905917,14.9321437033333,3
x265,1080p,Skater227_2k,22,faster,0.109857,6834,49.0037,54.5417,54.8057,49.71245,653.20256675,0.91308039588139,15.029575617,4
x265,1080p,Skater227_2k,22,medium,0.109525,6813.36,49.0165,54.5646,54.8361,49.726981,684.4461085,1.1039007243119,15.74711683325,4
x265,1080p,Skater227_2k,22,superfast,0.110058,6846.48,48.8917,54.4725,54.7441,49.606275,627.9617344,1.92380324416825,14.3624133564,5
x265,1080p,Skater227_2k,22,ultrafast,0.112006,6967.68,48.7585,54.5325,54.8409,49.499525,171.7242554,0.932316843535048,3.9498313373,10
x265,1080p,Skater227_2k,22,veryfast,0.109857,6834,49.0037,54.5417,54.8057,49.71245,652.190443,4.50994809266378,15.0099273742857,7
x265,1080p,Skater227_2k,27,fast,0.067141,4176.72,47.3167,52.3195,52.7309,47.967762,585.3337922,1.69152564064625,13.3198493138,5
x265,1080p,Skater227_2k,27,faster,0.06713,4176,47.3167,52.3195,52.7309,47.967762,584.8602212,2.15014963158153,13.3150322272,5
x265,1080p,Skater227_2k,27,medium,0.066948,4164.72,47.3317,52.3107,52.7278,47.980144,609.6241964,2.77940897433668,13.8864403122,5
x265,1080p,Skater227_2k,27,superfast,0.067419,4194,47.2352,52.2992,52.732,47.89525,563.8804286,1.37984866313096,12.8697191982,5
x265,1080p,Skater227_2k,27,ultrafast,0.068511,4261.92,47.1209,52.3518,52.847,47.805712,158.84795125,0.2338608121745,3.65076491575,4
x265,1080p,Skater227_2k,27,veryfast,0.06713,4176,47.3167,52.3195,52.7309,47.967762,583.773815333333,0.350634917366102,13.3446468103333,3
x265,1080p,Skater227_2k,32,fast,0.043727,2720.16,45.3175,50.0808,50.6398,45.94785,527.521904166667,1.60724884675366,11.9640539651667,6
x265,1080p,Skater227_2k,32,faster,0.043715,2719.44,45.3175,50.0808,50.6398,45.94785,528.8770214,1.43820893351961,11.9403666904,10
x265,1080p,Skater227_2k,32,medium,0.043395,2699.52,45.3297,50.088,50.6253,45.958069,546.353241857143,3.49758449704008,12.3866135857143,7
x265,1080p,Skater227_2k,32,superfast,0.043981,2736,45.2861,50.1158,50.6242,45.921588,516.3865812,0.579695245573655,11.6551110272,5
x265,1080p,Skater227_2k,32,ultrafast,0.044433,2764.08,45.1832,50.1452,50.6928,45.837675,150.865692666667,0.890118666596014,3.45344899083333,6
x265,1080p,Skater227_2k,32,veryfast,0.043715,2719.44,45.3175,50.0808,50.6398,45.94785,530.9334922,2.32968962456519,11.9874682636,5
x265,1080p,Skater227_2k,37,fast,0.03054,1899.84,43.0915,47.9109,48.1135,43.706588,481.885107,0.836970427923532,10.8806314766,5
x265,1080p,Skater227_2k,37,faster,0.030529,1899.12,43.0915,47.9109,48.1135,43.706588,485.41343,1.54436897271556,10.93706528,5
x265,1080p,Skater227_2k,37,medium,0.030251,1881.84,43.0981,47.9486,48.1252,43.71545,497.5304762,1.02962661915167,11.2052143644,5
x265,1080p,Skater227_2k,37,superfast,0.030984,1927.44,43.0996,47.948,48.1912,43.72085,471.3144062,1.52622383310565,10.6425417128,5
x265,1080p,Skater227_2k,37,ultrafast,0.030945,1925.04,43.0294,47.9434,48.1797,43.658419,141.280937,0.537671182770195,3.2475262812,5
x265,1080p,Skater227_2k,37,veryfast,0.030529,1899.12,43.0915,47.9109,48.1135,43.706588,484.3007134,1.83562904346502,10.9132332886,5
x265,360p,SnowMountain_360p,22,fast,2.00438,13840.42,42.8175,45.7015,46.5585,43.231563,119.118274,0.358274167130425,3.7094714144,5
x265,360p,SnowMountain_360p,22,faster,2.00428,13839.73,42.8175,45.7015,46.5585,43.231563,118.909205,0.557060008923635,3.7248325362,5
x265,360p,SnowMountain_360p,22,medium,2.004212,13839.26,42.8532,45.7006,46.5633,43.263044,126.7103202,0.423174013438562,3.9899668114,5
x265,360p,SnowMountain_360p,22,superfast,2.00774,13863.62,42.7661,45.559,46.4582,43.171413,111.355275166667,0.408527569914402,2.851113249,6
x265,360p,SnowMountain_360p,22,ultrafast,2.154801,14879.09,41.6252,45.3913,46.3295,42.1546,32.1820241818182,0.182846468985222,0.854274498090909,11
x265,360p,SnowMountain_360p,22,veryfast,2.00428,13839.73,42.8175,45.7015,46.5585,43.231563,118.880117333333,0.588704471720631,3.72016877183333,6
x265,360p,SnowMountain_360p,27,fast,1.453938,10039.57,38.1856,43.3158,44.5011,38.900956,107.525518,0.215746722316933,3.4192647278,5
x265,360p,SnowMountain_360p,27,faster,1.453837,10038.87,38.1856,43.3158,44.5011,38.900956,107.9930222,0.411676959037909,3.4027553016,5
x265,360p,SnowMountain_360p,27,medium,1.456122,10054.65,38.2205,43.3053,44.4813,38.9296,115.1477032,0.331034297834378,3.5996821352,5
x265,360p,SnowMountain_360p,27,superfast,1.450713,10017.3,38.0893,43.1908,44.3587,38.799981,100.819786,0.239784546420323,2.5809525706,5
x265,360p,SnowMountain_360p,27,ultrafast,1.555001,10737.42,37.0783,43.3195,44.6433,37.941187,28.9434988333333,0.124714189559265,0.76411689675,12
x265,360p,SnowMountain_360p,27,veryfast,1.453837,10038.87,38.1856,43.3158,44.5011,38.900956,108.2329744,0.510857431331189,3.3625933212,5
x265,360p,SnowMountain_360p,32,fast,0.982519,6784.38,33.6715,41.7348,43.1337,34.766844,96.5349822,0.150405494222119,2.995502204,5
x265,360p,SnowMountain_360p,32,faster,0.982418,6783.68,33.6715,41.7348,43.1337,34.766844,96.599191,0.258275569153375,2.9785501236,5
x265,360p,SnowMountain_360p,32,medium,0.98272,6785.77,33.6939,41.6989,43.106,34.782469,103.5132235,0.225625367141345,3.1864802595,4
x265,360p,SnowMountain_360p,32,superfast,0.984836,6800.38,33.5384,41.5849,42.8433,34.622863,90.5861116666667,0.057052618181231,2.29856754466667,3
x265,360p,SnowMountain_360p,32,ultrafast,1.038628,7171.82,32.5939,42.0073,43.5299,33.865737,25.7086185833333,0.145198707478882,0.671534982333333,12
x265,360p,SnowMountain_360p,32,veryfast,0.982418,6783.68,33.6715,41.7348,43.1337,34.766844,96.8789754,0.24788949647837,3.0186937956,5
x265,360p,SnowMountain_360p,37,fast,0.60961,4209.41,29.5654,40.5992,42.439,31.059613,86.1858755,0.195718690167802,2.574924611,4
x265,360p,SnowMountain_360p,37,faster,0.609509,4208.71,29.5654,40.5992,42.439,31.059613,86.0463903333333,0.07362124810361,2.56375711633333,3
x265,360p,SnowMountain_360p,37,medium,0.60803,4198.5,29.5825,40.5991,42.4399,31.074625,91.755669625,0.636334098745067,2.770342678,8
x265,360p,SnowMountain_360p,37,superfast,0.607762,4196.65,29.3931,40.2417,41.9287,30.854612,80.5717052,0.297710111482126,2.0422297382,5
x265,360p,SnowMountain_360p,37,ultrafast,0.629332,4345.59,28.6466,40.9602,42.7074,30.295,22.6676411666667,0.133409330017761,0.584679705916667,12
x265,360p,SnowMountain_360p,37,veryfast,0.609509,4208.71,29.5654,40.5992,42.439,31.059613,85.9920893333333,0.453676364987495,2.60755072133333,6
x265,270p,SparksElevator_270p,22,fast,1.521377,11818.41,41.5413,47.2511,45.6466,42.154744,74.3162508571429,0.488398246923358,2.71853064028571,7
